customer_id,plan_type,contract_type,subscription_date,total_users,unsubscribed_date,first_billing_date,date_corrected,effective_start,churn,tenure_days,monthly_usage_hrs,feature_adoption_pct,days_since_login,total_billed,avg_payment_value,total_transactions,dunning_count,payment_count,last_billing_date,avg_days_late,max_days_late,late_payment_count,last_payment_date,dunning_ratio,days_since_last_payment,nps_latest,nps_first,nps_avg,nps_min,nps_count,last_survey_date,nps_trend,days_since_survey,ticket_count,critical_tickets,high_tickets,billing_tickets,technical_tickets,feature_req_tickets,open_tickets,resolved_tickets,last_ticket_date,open_ticket_ratio,critical_ticket_ratio,days_since_last_ticket,has_nps
C-0022,starter,monthly,2024-06-30,2,2024-12-15,2023-12-31,1,2023-12-31,1,350,18.7,71.0,16,1478.04,123.17,12,0,12,2024-12-01,1.8333333333333333,12,3,2024-12-01,0.0,30,8.0,10.0,9.0,8.0,2.0,2024-12-14,-2.0,17.0,7.0,0.0,3.0,2.0,3.0,0.0,1.0,6.0,2024-11-12,0.14285714285714285,0.0,49.0,1
C-0023,enterprise,monthly,2023-03-31,64,2024-10-26,2024-07-01,0,2024-07-01,1,117,220.0,87.1,66,19319.12,4829.78,4,0,4,2024-10-01,0.0,0,0,2024-10-01,0.0,91,8.0,8.0,8.0,8.0,1.0,2024-07-16,0.0,168.0,6.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,2024-10-19,0.5,0.0,73.0,1
C-0024,professional,monthly,2022-09-30,16,,2023-03-31,0,2023-03-31,0,641,74.1,16.9,53,8796.48,418.88,21,0,21,2024-12-01,1.8095238095238095,14,4,2024-12-13,0.0,18,8.0,6.0,7.0,6.0,2.0,2024-08-08,2.0,145.0,15.0,3.0,1.0,4.0,8.0,1.0,5.0,10.0,2024-12-26,0.3333333333333333,0.2,5.0,1
C-0025,enterprise,annual,2024-07-31,42,,2022-10-01,1,2022-10-01,0,822,109.7,44.6,43,170054.28,56684.76,3,0,3,2024-10-01,2.3333333333333335,5,2,2024-10-03,0.0,89,9.0,10.0,9.5,9.0,2.0,2024-11-13,-1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,1
C-0026,professional,monthly,2021-09-30,16,,2024-07-31,0,2024-07-31,0,153,96.3,93.7,16,1657.25,331.45,5,0,5,2024-12-01,3.0,9,2,2024-12-01,0.0,30,4.0,4.0,4.0,4.0,1.0,2024-08-29,0.0,124.0,7.0,1.0,0.0,2.0,2.0,1.0,0.0,7.0,2024-12-25,0.0,0.14285714285714285,6.0,1
C-0027,professional,monthly,2022-11-30,5,,2021-10-01,1,2021-10-01,0,1187,97.1,90.6,72,17255.55,442.45,39,0,39,2024-12-01,0.7435897435897436,12,5,2024-12-01,0.0,30,7.0,7.0,7.0,7.0,1.0,2024-11-17,0.0,44.0,14.0,2.0,5.0,3.0,4.0,2.0,5.0,9.0,2024-12-21,0.35714285714285715,0.14285714285714285,10.0,1
C-0028,professional,annual,2022-04-30,19,,2022-12-01,0,2022-12-01,0,761,91.9,50.9,25,26296.32,6574.08,4,1,3,2024-12-01,5.333333333333333,10,3,2024-12-06,0.25,25,1.0,2.0,1.5,1.0,2.0,2024-09-30,-1.0,92.0,14.0,2.0,3.0,5.0,8.0,0.0,4.0,10.0,2024-12-18,0.2857142857142857,0.14285714285714285,13.0,1
C-0029,starter,monthly,2024-11-30,2,,2022-05-01,1,2022-05-01,0,975,17.1,43.0,23,4609.6,144.05,32,0,32,2024-12-01,0.5,9,4,2024-12-01,0.0,30,5.0,5.0,5.0,5.0,1.0,2024-09-29,0.0,93.0,7.0,0.0,2.0,1.0,4.0,2.0,3.0,4.0,2024-12-22,0.42857142857142855,0.0,9.0,1
C-0030,professional,monthly,2021-11-30,12,2024-12-17,2024-12-01,0,2024-12-01,1,16,37.4,44.5,14,2294.31,764.77,3,2,1,2024-12-01,15.0,15,1,2024-12-16,0.6666666666666666,15,7.0,7.0,7.0,7.0,1.0,2024-09-19,0.0,103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-02-25,0.0,0.0,310.0,1
C-0031,starter,annual,2024-02-29,2,2024-10-25,2021-12-01,1,2021-12-01,1,1059,52.0,49.7,67,8343.36,2085.84,4,1,3,2023-12-01,9.666666666666666,13,3,2023-12-07,0.25,390,5.0,5.0,5.0,5.0,1.0,2024-09-06,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,1
C-0032,enterprise,monthly,2021-01-31,34,2024-12-05,2024-03-02,0,2024-03-02,1,278,53.0,39.6,26,15298.599999999999,1529.86,10,0,10,2024-12-02,4.5,15,5,2024-12-02,0.0,29,10.0,10.0,10.0,10.0,1.0,2024-06-03,0.0,211.0,11.0,3.0,5.0,4.0,3.0,2.0,3.0,8.0,2024-12-02,0.2727272727272727,0.2727272727272727,29.0,1
C-0033,professional,monthly,2020-12-31,19,,2021-01-31,0,2021-01-31,0,1430,119.6,36.3,0,17559.2,373.6,47,0,47,2024-12-01,0.0,0,0,2024-12-01,0.0,30,4.0,4.0,4.0,4.0,1.0,2024-07-22,0.0,162.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,2024-11-08,0.25,0.0,53.0,1
C-0034,professional,monthly,2023-10-31,9,2024-10-25,2020-12-31,1,2020-12-31,1,1394,46.4,74.0,67,13598.060000000001,295.61,46,0,46,2024-10-01,0.8260869565217391,15,5,2024-10-01,0.0,91,2.0,2.0,2.0,2.0,1.0,2024-10-04,0.0,88.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,2024-10-20,0.25,0.5,72.0,1
C-0035,enterprise,annual,2023-08-31,97,,2023-10-31,0,2023-10-31,0,427,131.2,71.6,52,94613.52,47306.76,2,0,2,2024-10-31,0.0,0,0,2024-10-31,0.0,61,1.0,4.0,2.5,1.0,2.0,2024-09-23,-3.0,99.0,12.0,0.0,4.0,3.0,5.0,1.0,3.0,9.0,2024-12-23,0.25,0.0,8.0,1
C-0036,professional,monthly,2023-11-30,16,,2023-08-31,1,2023-08-31,0,488,90.2,82.8,64,11214.08,700.88,16,0,16,2024-12-01,1.9375,14,3,2024-12-01,0.0,30,10.0,10.0,10.0,10.0,1.0,2024-07-23,0.0,161.0,10.0,3.0,2.0,5.0,2.0,1.0,1.0,9.0,2024-12-17,0.1,0.3,14.0,1
C-0037,professional,annual,2024-10-31,5,,2023-12-01,1,2023-12-01,0,396,145.8,70.4,83,36052.32,9013.08,4,2,2,2024-12-01,13.5,14,2,2024-12-15,0.5,16,2.0,5.0,3.5,2.0,2.0,2024-07-06,-3.0,178.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2024-12-24,0.0,0.0,7.0,1
C-0038,professional,annual,2022-03-31,15,,2024-10-31,0,2024-10-31,0,61,47.2,46.0,29,41143.2,8228.64,5,4,1,2024-10-31,1.0,1,1,2024-11-01,0.8,60,6.0,9.0,7.5,6.0,2.0,2024-11-06,-3.0,55.0,13.0,3.0,3.0,4.0,6.0,2.0,4.0,9.0,2024-12-29,0.3076923076923077,0.23076923076923078,2.0,1
C-0039,professional,monthly,2022-04-30,16,2024-10-18,2022-03-31,1,2022-03-31,1,932,52.0,90.9,74,7569.58,244.18,31,0,31,2024-10-01,0.7419354838709677,12,2,2024-10-01,0.0,91,5.0,5.0,5.0,5.0,0.0,,0.0,393.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2024-10-05,0.5,0.0,87.0,0
C-0040,starter,annual,2020-12-31,5,,2022-05-01,0,2022-05-01,0,975,43.6,33.6,28,5100.12,1700.04,3,0,3,2024-05-01,5.0,8,2,2024-05-09,0.0,236,7.0,8.0,7.5,7.0,2.0,2024-10-22,-1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,1
C-0041,professional,monthly,2021-07-31,11,2024-10-04,2020-12-31,1,2020-12-31,1,1373,46.1,72.9,88,12171.14,264.59,46,0,46,2024-10-01,1.108695652173913,13,5,2024-10-01,0.0,91,7.0,8.0,7.5,7.0,2.0,2024-08-31,-1.0,122.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2024-07-07,0.5,0.0,177.0,1
C-0042,professional,monthly,2022-10-31,10,2024-10-28,2021-07-31,1,2021-07-31,1,1185,125.7,14.6,64,15809.82,405.38,39,0,39,2024-10-01,0.8717948717948718,13,4,2024-10-01,0.0,91,7.0,7.0,7.0,7.0,1.0,2024-10-03,0.0,89.0,7.0,2.0,1.0,2.0,2.0,1.0,0.0,7.0,2024-10-27,0.0,0.2857142857142857,65.0,1
C-0043,enterprise,monthly,2022-03-31,89,,2022-10-31,0,2022-10-31,0,792,121.0,34.8,64,56810.0,2185.0,26,0,26,2024-12-01,0.3076923076923077,8,1,2024-12-01,0.0,30,5.0,7.0,6.0,5.0,2.0,2024-09-10,-2.0,112.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,2024-11-16,0.25,0.5,45.0,1
C-0044,professional,monthly,2021-11-30,3,,2022-03-31,0,2022-03-31,0,1006,42.0,87.1,41,17056.78,501.66999999999996,34,0,34,2024-12-01,0.3235294117647059,10,2,2024-12-02,0.0,29,1.0,0.0,0.5,0.0,2.0,2024-08-03,1.0,150.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,2024-11-14,0.3333333333333333,0.0,47.0,1
C-0045,professional,monthly,2024-03-31,5,2024-11-05,2021-12-01,1,2021-12-01,1,1070,72.0,44.7,56,9381.35,253.55,37,0,37,2024-11-01,0.6756756756756757,13,2,2024-11-01,0.0,60,5.0,5.0,5.0,5.0,0.0,2024-02-24,0.0,311.0,7.0,3.0,0.0,4.0,0.0,1.0,0.0,7.0,2024-11-04,0.0,0.42857142857142855,57.0,0
C-0046,enterprise,monthly,2024-03-31,59,,2024-03-31,0,2024-03-31,0,275,251.2,19.2,84,33778.619999999995,3753.1799999999994,9,0,9,2024-12-01,4.222222222222222,13,5,2024-12-03,0.0,28,4.0,4.0,4.0,4.0,1.0,2024-08-26,0.0,127.0,10.0,0.0,5.0,5.0,2.0,1.0,1.0,9.0,2024-12-23,0.1,0.0,8.0,1
C-0047,professional,monthly,2022-05-31,11,,2024-03-31,0,2024-03-31,0,275,93.0,59.3,24,4838.67,537.63,9,0,9,2024-12-01,4.444444444444445,14,5,2024-12-01,0.0,30,10.0,8.0,9.0,8.0,2.0,2024-07-21,2.0,163.0,9.0,2.0,2.0,2.0,4.0,1.0,2.0,7.0,2024-12-26,0.2222222222222222,0.2222222222222222,5.0,1
C-0048,professional,monthly,2024-09-30,15,2024-10-23,2022-05-31,1,2022-05-31,1,876,148.3,16.5,69,20305.510000000002,700.19,29,0,29,2024-10-01,0.9310344827586207,13,3,2024-10-01,0.0,91,8.0,6.0,7.0,6.0,2.0,2024-09-29,2.0,93.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2024-10-21,0.6666666666666666,0.0,71.0,1
C-0049,starter,annual,2021-06-30,1,2024-11-10,2024-10-01,0,2024-10-01,1,40,35.8,69.3,51,7490.88,1872.72,4,3,1,2024-10-01,12.0,12,1,2024-10-13,0.75,79,7.0,9.0,8.0,7.0,2.0,2024-07-01,-2.0,183.0,6.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,2024-11-07,0.3333333333333333,0.0,54.0,1
C-0050,enterprise,annual,2022-06-30,56,,2021-07-01,1,2021-07-01,0,1279,246.1,91.5,49,234551.52,58637.88,4,0,4,2024-07-01,0.0,0,0,2024-07-01,0.0,183,0.0,0.0,0.0,0.0,1.0,2024-07-26,0.0,158.0,6.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,2024-12-10,0.3333333333333333,0.16666666666666666,21.0,1
C-0051,starter,monthly,2022-07-31,5,2024-11-09,2022-07-01,1,2022-07-01,1,862,24.2,75.9,52,1583.4,54.6,29,0,29,2024-11-01,1.4482758620689655,14,5,2024-11-01,0.0,60,0.0,0.0,0.0,0.0,1.0,2024-10-06,0.0,86.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2024-11-05,0.3333333333333333,0.0,56.0,1
C-0052,professional,annual,2024-11-30,3,,2022-07-31,1,2022-07-31,0,884,107.0,86.7,81,13511.52,3377.88,4,1,3,2024-07-31,9.0,14,3,2024-08-07,0.25,146,3.0,3.0,3.0,3.0,1.0,2024-11-08,0.0,53.0,9.0,3.0,1.0,1.0,3.0,1.0,2.0,7.0,2024-12-19,0.2222222222222222,0.3333333333333333,12.0,1
C-0054,starter,annual,2021-03-31,2,2024-11-15,2023-10-01,0,2023-10-01,1,411,16.5,93.9,46,3394.44,1131.48,3,1,2,2024-10-01,9.5,12,2,2024-10-08,0.3333333333333333,84,6.0,5.0,5.5,5.0,2.0,2024-11-11,1.0,50.0,9.0,1.0,3.0,3.0,3.0,2.0,1.0,8.0,2024-11-11,0.1111111111111111,0.1111111111111111,50.0,1
C-0055,professional,annual,2022-07-31,13,,2021-03-31,1,2021-03-31,0,1371,72.7,51.7,24,9672.48,2418.12,4,0,4,2024-03-31,8.0,14,3,2024-04-11,0.0,264,9.0,9.0,9.0,9.0,1.0,2024-08-17,0.0,136.0,10.0,1.0,2.0,4.0,2.0,2.0,2.0,8.0,2024-12-14,0.2,0.1,17.0,1
C-0056,starter,monthly,2022-04-30,4,,2022-07-31,0,2022-07-31,0,884,16.2,31.4,75,2325.2200000000003,80.18,29,0,29,2024-12-01,0.4482758620689655,8,2,2024-12-01,0.0,30,5.0,8.0,6.5,5.0,2.0,2024-08-08,-3.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,1
C-0057,enterprise,annual,2023-10-31,94,2024-10-26,2022-05-01,1,2022-05-01,1,909,110.3,14.3,66,141635.16,47211.72,3,0,3,2024-05-01,9.333333333333334,15,3,2024-05-03,0.0,242,8.0,8.0,8.0,8.0,1.0,2024-08-18,0.0,135.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,2024-10-15,0.0,0.0,77.0,1
C-0058,starter,monthly,2024-08-31,5,2024-11-08,2023-10-31,1,2023-10-31,1,374,9.9,78.1,53,2562.9500000000003,197.15000000000003,13,0,13,2024-10-31,1.3076923076923077,15,2,2024-10-31,0.0,61,5.0,5.0,5.0,5.0,1.0,2024-02-07,0.0,328.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,2024-11-07,0.0,0.25,54.0,1
C-0059,professional,monthly,2021-01-31,19,2024-12-20,2024-08-31,0,2024-08-31,1,111,93.3,14.4,11,2447.4,611.85,4,0,4,2024-12-01,4.25,9,3,2024-12-06,0.0,25,4.0,1.0,2.5,1.0,2.0,2024-07-20,3.0,164.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2024-08-29,0.0,0.0,124.0,1
C-0060,starter,annual,2021-02-28,5,2024-11-04,2021-01-31,1,2021-01-31,1,1373,3.5,67.1,57,2493.6,623.4,4,0,4,2024-01-31,9.0,11,4,2024-02-11,0.0,324,3.0,3.0,3.0,3.0,1.0,2024-10-06,0.0,86.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2024-10-11,0.0,0.0,81.0,1
C-0061,starter,monthly,2024-05-31,4,2024-10-19,2021-03-03,1,2021-03-03,1,1326,19.9,34.1,73,3729.8799999999997,84.77,44,0,44,2024-10-03,0.6590909090909091,15,3,2024-10-03,0.0,89,1.0,1.0,1.0,1.0,1.0,2024-05-04,0.0,241.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2024-10-09,0.3333333333333333,0.0,83.0,1
C-0062,starter,annual,2023-01-31,3,2024-10-29,2024-05-31,0,2024-05-31,1,151,35.3,90.4,63,3916.8,979.2,4,3,1,2024-05-31,2.0,2,1,2024-06-02,0.75,212,1.0,0.0,0.5,0.0,2.0,2024-07-26,1.0,158.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2024-10-25,0.25,0.0,67.0,1
C-0063,starter,annual,2024-09-30,5,2024-11-16,2023-01-31,1,2023-01-31,1,655,56.1,64.2,45,2257.68,1128.84,2,0,2,2024-01-31,0.0,0,0,2024-01-31,0.0,335,10.0,10.0,10.0,10.0,2.0,2024-09-15,0.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-10-14,0.0,0.0,78.0,1
C-0064,enterprise,annual,2023-03-31,48,,2024-10-01,0,2024-10-01,0,91,138.3,83.1,73,19494.48,19494.48,1,0,1,2024-10-01,14.0,14,1,2024-10-15,0.0,77,5.0,5.0,5.0,5.0,0.0,,0.0,393.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2024-09-07,0.0,0.0,115.0,0
C-0065,starter,annual,2022-06-30,5,2024-12-14,2023-03-31,0,2023-03-31,1,624,38.0,13.1,17,6466.08,1616.52,4,2,2,2024-03-31,10.0,13,2,2024-04-07,0.5,268,3.0,6.0,4.5,3.0,2.0,2024-07-11,-3.0,173.0,7.0,0.0,1.0,2.0,1.0,0.0,4.0,3.0,2024-11-25,0.5714285714285714,0.0,36.0,1
C-0066,professional,monthly,2022-05-31,15,2024-12-22,2022-07-01,0,2022-07-01,1,905,75.9,80.7,9,13005.3,433.51,30,0,30,2024-12-01,0.4,10,2,2024-12-01,0.0,30,3.0,0.0,1.5,0.0,2.0,2024-11-04,3.0,57.0,12.0,1.0,3.0,3.0,5.0,1.0,2.0,10.0,2024-12-05,0.16666666666666666,0.08333333333333333,26.0,1
C-0067,starter,annual,2021-11-30,3,,2022-05-31,0,2022-05-31,0,945,33.0,34.7,2,4770.72,1590.24,3,0,3,2024-05-31,0.0,0,0,2024-05-31,0.0,214,8.0,10.0,9.0,8.0,2.0,2024-11-29,-2.0,32.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,2024-12-30,0.0,0.0,1.0,1
C-0068,professional,monthly,2023-01-31,17,,2021-12-01,1,2021-12-01,0,1126,102.4,70.0,49,22152.27,598.71,37,0,37,2024-12-01,0.3783783783783784,14,1,2024-12-01,0.0,30,6.0,6.0,6.0,6.0,1.0,2024-09-25,0.0,97.0,7.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0,2024-12-16,0.14285714285714285,0.14285714285714285,15.0,1
C-0069,enterprise,monthly,2022-07-31,80,,2023-01-31,0,2023-01-31,0,700,189.8,37.7,28,108566.90000000001,4720.3,23,0,23,2024-12-01,0.0,0,0,2024-12-01,0.0,30,1.0,0.0,0.5,0.0,2.0,2024-12-19,1.0,12.0,8.0,0.0,2.0,2.0,2.0,1.0,1.0,7.0,2024-12-21,0.125,0.0,10.0,1
C-0070,professional,monthly,2023-09-30,17,,2022-07-31,1,2022-07-31,0,884,72.8,51.9,90,20228.37,697.53,29,0,29,2024-12-01,1.0689655172413792,15,4,2024-12-12,0.0,19,10.0,8.0,9.0,8.0,2.0,2024-10-05,2.0,87.0,5.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,2024-12-29,0.4,0.2,2.0,1
C-0071,starter,monthly,2021-04-30,4,2024-11-27,2023-10-01,0,2023-10-01,1,423,11.1,37.2,34,824.04,58.86,14,0,14,2024-11-01,1.0,7,2,2024-11-01,0.0,60,0.0,0.0,0.0,0.0,2.0,2024-07-06,0.0,178.0,9.0,0.0,1.0,2.0,4.0,2.0,2.0,7.0,2024-11-11,0.2222222222222222,0.0,50.0,1
